1	20160912	1	DECH	SELL	10	29.93	
1	20160912	2	DECH	SELL	10	24.32	
1	20160912	3	DECH	SELL	10	23.60	
1	20160912	4	DECH	SELL	10	23	
1	20160912	5	DECH	SELL	10	23.04	
1	20160912	6	DECH	SELL	10	24.93	
1	20160912	7	DECH	SELL	10	32.79	
1	20160912	8	DECH	SELL	10	38.68	
1	20160912	9	DECH	SELL	10	40.34	
1	20160912	10	DECH	SELL	10	38.96	
1	20160912	11	DECH	SELL	10	34.76	
1	20160912	12	DECH	SELL	10	36.11	
1	20160912	13	DECH	SELL	10	33.97	
1	20160912	14	DECH	SELL	10	35.93	
1	20160912	15	DECH	SELL	10	32.93	
1	20160912	16	DECH	SELL	10	32.91	
1	20160912	17	DECH	SELL	10	30.98	
1	20160912	18	DECH	SELL	10	35.77	
1	20160912	19	DECH	SELL	10	39.73	
1	20160912	20	DECH	SELL	10	42.03	
1	20160912	21	DECH	SELL	10	40.82	
1	20160912	22	DECH	SELL	10	38.01	
1	20160912	23	DECH	SELL	10	32.60	
1	20160912	24	DECH	SELL	10	32.52	
1	20160912	25	DECH	SELL	0	0	
2	20160913	1	CHDE	BUY	50	22.92	
2	20160913	2	CHDE	BUY	50	17.31	
2	20160913	3	CHDE	BUY	50	16.59	
2	20160913	4	CHDE	BUY	50	15.99	
2	20160913	5	CHDE	BUY	50	16.03	
2	20160913	6	CHDE	BUY	50	17.92	
2	20160913	7	CHDE	BUY	50	25.78	
2	20160913	8	CHDE	BUY	50	31.67	
2	20160913	9	CHDE	BUY	50	33.33	
2	20160913	10	CHDE	BUY	50	31.95	
2	20160913	11	CHDE	BUY	50	27.75	
2	20160913	12	CHDE	BUY	50	29.10	
2	20160913	13	CHDE	BUY	50	26.96	
2	20160913	14	CHDE	BUY	50	28.92	
2	20160913	15	CHDE	BUY	50	25.92	
2	20160913	16	CHDE	BUY	50	25.90	
2	20160913	17	CHDE	BUY	50	23.97	
2	20160913	18	CHDE	BUY	50	28.76	
2	20160913	19	CHDE	BUY	50	32.72	
2	20160913	20	CHDE	BUY	50	35.02	
2	20160913	21	CHDE	BUY	50	33.81	
2	20160913	22	CHDE	BUY	50	31	
2	20160913	23	CHDE	BUY	50	25.59	
2	20160913	24	CHDE	BUY	50	25.51	
2	20160913	25	CHDE	BUY	0	0	
3	20160914	1	FRCH	BUY	50	22.71	
3	20160914	2	FRCH	BUY	50	17.10	
3	20160914	3	FRCH	BUY	50	16.38	
3	20160914	4	FRCH	BUY	50	15.78	
3	20160914	5	FRCH	BUY	50	15.82	
3	20160914	6	FRCH	BUY	50	17.71	
3	20160914	7	FRCH	BUY	50	25.57	
3	20160914	8	FRCH	BUY	50	31.46	
3	20160914	9	FRCH	BUY	50	33.12	
3	20160914	10	FRCH	BUY	50	31.74	
3	20160914	11	FRCH	BUY	50	27.54	
3	20160914	12	FRCH	BUY	50	28.89	
3	20160914	13	FRCH	BUY	50	26.75	
3	20160914	14	FRCH	BUY	50	28.71	
3	20160914	15	FRCH	BUY	50	25.71	
3	20160914	16	FRCH	BUY	50	25.69	
3	20160914	17	FRCH	BUY	50	23.76	
3	20160914	18	FRCH	BUY	50	28.55	
3	20160914	19	FRCH	BUY	50	32.51	
3	20160914	20	FRCH	BUY	50	34.81	
3	20160914	21	FRCH	BUY	50	33.60	
3	20160914	22	FRCH	BUY	50	30.79	
3	20160914	23	FRCH	BUY	50	25.38	
3	20160914	24	FRCH	BUY	50	25.30	
3	20160914	25	FRCH	BUY	0	0	
4	20160915	1	CHFR	SELL	10	30.14	
4	20160915	2	CHFR	SELL	10	24.53	
4	20160915	3	CHFR	SELL	10	23.81	
4	20160915	4	CHFR	SELL	10	23.21	
4	20160915	5	CHFR	SELL	10	23.25	
4	20160915	6	CHFR	SELL	10	25.14	
4	20160915	7	CHFR	SELL	10	33	
4	20160915	8	CHFR	SELL	10	38.89	
4	20160915	9	CHFR	SELL	10	40.55	
4	20160915	10	CHFR	SELL	10	39.17	
4	20160915	11	CHFR	SELL	10	34.97	
4	20160915	12	CHFR	SELL	10	36.32	
4	20160915	13	CHFR	SELL	10	34.18	
4	20160915	14	CHFR	SELL	10	36.14	
4	20160915	15	CHFR	SELL	10	33.14	
4	20160915	16	CHFR	SELL	10	33.12	
4	20160915	17	CHFR	SELL	10	31.19	
4	20160915	18	CHFR	SELL	10	35.98	
4	20160915	19	CHFR	SELL	10	39.94	
4	20160915	20	CHFR	SELL	10	42.24	
4	20160915	21	CHFR	SELL	10	41.03	
4	20160915	22	CHFR	SELL	10	38.22	
4	20160915	23	CHFR	SELL	10	32.81	
4	20160915	24	CHFR	SELL	10	32.73	
4	20160915	25	CHFR	SELL	0	0	
